,voter_id,alternative_id,rate
125,229,5,2.6066337009129987
126,230,5,2.6120928316988326
127,231,5,2.506691873504393
128,229,6,3.0015354898318423
129,230,6,3.037251970513614
130,231,6,2.976284367821175
131,229,7,2.969055844640433
132,230,7,2.9882858640710372
133,231,7,2.9439542557763567
134,229,8,2.911746148708659
135,230,8,2.963194584066893
136,231,8,2.839820484045433
137,229,9,2.992850100836313
138,230,9,2.964538725805605
139,231,9,2.9262029215509058
140,229,10,3.6094693970909755
141,230,10,3.7804162471437266
142,231,10,3.5850461933117552
143,229,11,2.1446451886371145
144,230,11,2.32762610452288
145,231,11,2.193657180311375
146,229,12,1.5459361885862868
147,230,12,1.803599079146038
148,231,12,1.5610764081325217
149,229,13,2.9068715678873467
150,230,13,2.9708127290671165
151,231,13,2.9090316612433753
152,229,14,3.0608996463158666
153,230,14,3.098534438200154
154,231,14,2.9490232256650177
155,229,15,3.1818193261607997
156,230,15,3.313457957858556
157,231,15,3.185127761334782
158,229,16,3.4778403645074842
159,230,16,3.48249832306077
160,231,16,3.4249328027203623
161,229,17,3.1818193261607997
162,230,17,3.313457957858556
163,231,17,3.185127761334782
164,229,18,3.4418016870059924
165,230,18,3.407191434158914
166,231,18,3.3867446956435727
167,229,19,3.655204372074822
168,230,19,3.7328670651702316
169,231,19,3.5032461967820843
170,229,20,4.0329625052875056
171,230,20,4.021805291942361
172,231,20,4.069576007326008
173,229,21,2.7329453835252893
174,230,21,2.720770580935949
175,231,21,2.6322197587858636
176,229,22,3.0364723076582862
177,230,22,3.138392935280929
178,231,22,3.1299604117564286
179,229,23,3.567236321786001
180,230,23,3.52632107948431
181,231,23,3.646298986690892
182,229,24,3.7376128345733504
183,230,24,3.727910185824597
184,231,24,3.9072970084818532
185,229,25,1.6786212531041436
186,230,25,1.869076327251034
187,231,25,1.7857632271953225
188,229,26,1.5714090751782936
189,230,26,1.7750773981446737
190,231,26,1.6014439841966333
191,229,27,3.8486151005856892
192,230,27,3.884272383498854
193,231,27,3.8026842882607594
194,229,28,2.6179807887917645
195,230,28,2.6609284059654508
196,231,28,2.5603726358294456
197,229,29,3.6125563683518354
198,230,29,3.7288970539300066
199,231,29,3.6003824512854505
200,229,30,2.7763228652078356
201,230,30,2.863279861839367
202,231,30,2.735170665120694
203,229,31,2.7212802719452465
204,230,31,2.8397030021247107
205,231,31,2.7068054616671153
206,229,32,3.181556657371796
207,230,32,3.356417291241439
208,231,32,3.255527422136242
209,229,33,2.763400345097433
210,230,33,2.847836272748263
211,231,33,2.8158395564642293
212,229,34,3.7485000424722825
213,230,34,3.8031647428330184
214,231,34,3.703274575042851
215,229,35,2.8895700321256195
216,230,35,2.9702373929830066
217,231,35,2.876014143174949
218,229,36,3.5684266869757097
219,230,36,3.5392318957224185
220,231,36,3.3886639764599553
221,229,37,2.199752008326555
222,230,37,2.337049909886669
223,231,37,2.1691856623445127
224,229,38,3.0742890125170335
225,230,38,3.17239394209373
226,231,38,3.049701410115802
227,229,39,3.041012703497578
228,230,39,3.086423852480765
229,231,39,2.987540055946404
230,229,40,2.7183880847440096
231,230,40,2.8091568622646985
232,231,40,2.6846449436683213
233,229,41,2.1772494005388396
234,230,41,2.296628991926688
235,231,41,2.2484160701884934
236,229,42,3.3413989526134187
237,230,42,3.384308047260599
238,231,42,3.451079452733281
239,229,43,2.5366529369825885
240,230,43,2.6951458876369405
241,231,43,2.6024253221715496
242,229,44,3.3423193744592314
243,230,44,3.3681615128240106
244,231,44,3.35761277658556
245,229,45,2.0835921046817307
246,230,45,2.2710290172680123
247,231,45,2.1588136475173787
248,229,46,2.242689994374963
249,230,46,2.3161355648558275
250,231,46,2.166143120249939
251,229,47,2.9303198906110435
252,230,47,2.9976246881544495
253,231,47,2.9344799839670714
254,229,48,2.4346421754537397
255,230,48,2.449211607977023
256,231,48,2.3752131697773162
257,229,49,2.1905702239051617
258,230,49,2.3041475440239276
259,231,49,2.2210817981108106
260,229,50,3.1374628956976056
261,230,50,3.162890949192636
262,231,50,3.0912531006422768
263,229,51,2.790621399611921
264,230,51,2.909889935126774
265,231,51,2.8498051444222896
266,229,52,3.144434873328806
267,230,52,3.2819760090449415
268,231,52,3.1231384164523495
269,229,53,2.995921632429184
270,230,53,3.0902105439949246
271,231,53,3.004851588253473
272,229,54,2.8368063547170244
273,230,54,2.9844334638976684
274,231,54,2.8060856489123513
275,229,55,3.5593514627264624
276,230,55,3.5509252727221274
277,231,55,3.5165469936912164
278,229,56,2.4579248747846667
279,230,56,2.5040034842144707
280,231,56,2.420477223874573
281,229,57,2.9068715678873467
282,230,57,2.9708127290671165
283,231,57,2.9090316612433753
284,229,58,3.216255513377175
285,230,58,3.3259351975797884
286,231,58,3.3201962645446708
287,229,59,3.1652368115468987
288,230,59,3.252809827419915
289,231,59,3.146037785341326
290,229,60,2.8988522862838186
291,230,60,2.991272094456715
292,231,60,2.8647084593701604
293,229,61,2.9546681660726613
294,230,61,2.989352298442179
295,231,61,2.8368663936312073
296,229,62,2.73269281454351
297,230,62,2.8338573931356894
298,231,62,2.7131871311614195
299,229,63,3.3270250140885014
300,230,63,3.322025428474179
301,231,63,3.279884356710524
302,229,64,1.9404581666554588
303,230,64,2.165241819364128
304,231,64,2.016594704647936
305,229,65,3.5687459506511
306,230,65,3.586582496598095
307,231,65,3.5987791169611736
308,229,66,2.439633308683431
309,230,66,2.5819049099634053
310,231,66,2.4784677858664734
311,229,67,3.0784489567296074
312,230,67,3.12680120612817
313,231,67,3.1151650539195583
314,229,68,2.1856944543450845
315,230,68,2.365357983873711
316,231,68,2.171092359667174
317,229,69,1.550181018983861
318,230,69,1.82292456758116
319,231,69,1.578352193607333
320,229,70,1.5983055250569433
321,230,70,1.879533360630486
322,231,70,1.6434713840108615
323,229,71,2.4874900837243366
324,230,71,2.579732464593126
325,231,71,2.289568158660937
326,229,72,2.439718609372349
327,230,72,2.5438503583337475
328,231,72,2.418140984576478
329,229,73,3.1771684489678167
330,230,73,3.296631291191889
331,231,73,3.1739587023236178
332,229,74,3.7558982883937237
333,230,74,3.7582704942642167
334,231,74,3.4196177984656346
335,229,75,2.9885029940211005
336,230,75,3.1371345431645556
337,231,75,3.0486013918989556
338,229,76,3.403781893645933
339,230,76,3.529175458168322
340,231,76,3.301539008479603
341,229,77,2.428020611444306
342,230,77,2.480981911260103
343,231,77,2.3387404653846615
344,229,78,2.17924940053884
345,230,78,2.298628991926688
346,231,78,2.2504160701884937
347,229,79,3.2474532448739857
348,230,79,3.304490816793817
349,231,79,3.2374845182926353
350,229,80,2.7680690038016262
351,230,80,2.882609627198983
352,231,80,2.7569878443171456
353,229,81,2.7184815367283104
354,230,81,2.8182912806957967
355,231,81,2.6774719863594427
356,229,83,2.5029270053287824
357,230,83,2.5212988938896235
358,231,83,2.4614885972702254
359,229,84,2.69368040419978
360,230,84,2.7710395118261504
361,231,84,2.6279844132173147
362,229,85,3.0440205061328953
363,230,85,3.132466777502352
364,231,85,3.0833086963697642
365,229,86,3.359942872543033
366,230,86,3.447502302002462
367,231,86,3.350063312191227
368,229,87,3.3423193744592314
369,230,87,3.3681615128240106
370,231,87,3.35761277658556
371,229,88,1.9038008714679344
372,230,88,2.1593103664598052
373,231,88,1.9713001726507662
374,229,89,2.283810471023987
375,230,89,2.3502837226175926
376,231,89,2.2488121235619802
377,229,90,2.4899275048720555
378,230,90,2.5827648569046016
379,231,90,2.4335500636195198
380,229,91,3.2758794835038842
381,230,91,3.3489436552118805
382,231,91,3.144014861237078
383,229,92,3.344159353648153
384,230,92,3.418365038465416
385,231,92,3.342247590447092
386,229,93,2.3842990032986404
387,230,93,2.5741919887611777
388,231,93,2.382213457459318
389,229,94,2.0596322061490477
390,230,94,2.2166833898780935
391,231,94,2.055169352999596
392,229,95,2.1772494005388396
393,230,95,2.296628991926688
394,231,95,2.2484160701884934
395,229,96,1.6050165135292176
396,230,96,1.81179168518581
397,231,96,1.6275391329009044
398,229,97,1.977389748857092
399,230,97,2.151149501441355
400,231,97,1.9768529112571993
401,229,98,1.832548571251793
402,230,98,1.9889965033809534
403,231,98,1.86628383527257
404,229,99,3.6125563683518354
405,230,99,3.7288970539300066
406,231,99,3.6003824512854505
407,229,100,3.3477472488420865
408,230,100,3.2873520376957854
409,231,100,3.2459779663346264
410,229,101,3.467544529544212
411,230,101,3.4801889917781668
412,231,101,3.5172097525217727
413,229,102,3.243327709240937
414,230,102,3.2527402103838186
415,231,102,3.280153219150596
416,229,103,3.339617878028404
417,230,103,3.508503842940685
418,231,103,3.282534004884005
419,229,104,3.0066763867806388
420,230,104,3.0204454429449017
421,231,104,3.014185781057802
422,229,105,2.9898501008363128
423,230,105,2.9563439206107995
424,231,105,2.917610328958313
425,229,106,3.393428566408646
426,230,106,3.49391053477317
427,231,106,3.3898933678343037
428,229,107,1.6674589715228885
429,230,107,1.8920582287613326
430,231,107,1.6128874552783465
431,229,108,2.240677615791501
432,230,108,2.420183428034465
433,231,108,2.2648384870406804
434,229,109,2.5441646319616025
435,230,109,2.5805230739242413
436,231,109,2.4264259482281054
437,229,110,2.90229887273879
438,230,110,2.954185778920186
439,231,110,2.8332674417620622
440,229,111,2.650750029970904
441,230,111,2.8112159869584237
442,231,111,2.615217800526734
443,229,112,3.3285231494255676
444,230,112,3.379589816092234
445,231,112,3.3788998848852296
446,229,113,4.0400614494323985
447,230,113,4.235743106407248
448,231,113,3.9870696068946008
449,229,114,3.043240163958451
450,230,114,3.083563570745007
451,231,114,3.024544825172039
452,229,115,3.6611745706306347
453,230,115,3.6937112293316985
454,231,115,3.606928576122523
455,229,116,3.5189133931662666
456,230,116,3.5027931027400765
457,231,116,3.400123048866992
458,229,117,3.7627666402127744
459,230,117,3.7719006910256576
460,231,117,3.586792943446615
461,229,118,3.1297349067014233
462,230,118,3.199042314566219
463,231,118,3.096259452974483
464,229,119,3.6548185556125
465,230,119,3.6979891223749455
466,231,119,3.5667941654572832
467,229,120,3.157941138627434
468,230,120,3.203728846537812
469,231,120,3.0512311033380497
470,229,121,2.8448094157777537
471,230,121,2.915697585476679
472,231,121,2.819413496012155
473,229,122,3.109643303434743
474,230,122,3.1502996254048994
475,231,122,3.0848580005995143
476,229,123,2.147917749358593
477,230,123,2.2532979099367303
478,231,123,2.19850000803226
479,229,124,3.556561588445997
480,230,124,3.522789465690011
481,231,124,3.525927596293653
482,229,125,2.7122470758683304
483,230,125,2.7504740574423474
484,231,125,2.588018135203759
485,229,126,3.281139831099488
486,230,126,3.4431369071228795
487,231,126,3.2220559579550883
488,229,127,2.6312569168848015
489,230,127,2.6368413814920837
490,231,127,2.5148707679545894
491,229,128,2.8862179634912635
492,230,128,2.9925408703295533
493,231,128,2.8883023813353343
494,229,129,3.1750555626105426
495,230,129,3.1734147127876104
496,231,129,3.141812205408566
497,229,130,2.4899275048720555
498,230,130,2.5827648569046016
499,231,130,2.4335500636195198
500,229,131,1.9369770528897172
501,230,131,2.2249967939191135
502,231,131,1.9884027742699866
503,229,132,2.8182914935008583
504,230,132,2.904703114539252
505,231,132,2.7601351130147793
506,229,133,2.8524618522411047
507,230,133,2.905844369662307
508,231,133,2.842792009472279
509,229,134,2.8183590103946803
510,230,134,2.9629861195753238
511,231,134,2.7889716379233405
512,229,135,4.0329625052875056
513,230,135,4.021805291942361
514,231,135,4.069576007326008
515,229,136,3.034033507165433
516,230,136,3.0876916163394816
517,231,136,3.023886110771288
518,229,137,3.168142869503987
519,230,137,3.177350815081299
520,231,137,3.024172405029408
521,229,138,2.1839523296358583
522,230,138,2.287714289222007
523,231,138,2.181866350031553
524,229,139,2.6677736738600526
525,230,139,2.66721926799775
526,231,139,2.5483836625494205
527,229,140,3.2515587393286824
528,230,140,3.316892138117744
529,231,140,3.3418256735805594
530,229,141,3.1044366240958268
531,230,141,3.2188522085114113
532,231,141,3.0356011262603286
533,229,142,2.2808607601798614
534,230,142,2.396626447337843
535,231,142,2.3640749563368226
536,229,143,3.113185006191724
537,230,143,3.181485727479051
538,231,143,3.0064438425276077
539,229,144,2.8718424142933308
540,230,144,2.9164460161940933
541,231,144,2.8462837280073257
542,229,145,2.7285157228379777
543,230,145,2.831435914113092
544,231,145,2.7535405496610386
545,229,146,3.113854553571946
546,230,146,3.1505597147695
547,231,146,3.101477279793893
548,229,147,3.8185205993634943
549,230,147,3.799270718165286
550,231,147,3.8122838907531764
551,229,148,2.7147119233010293
552,230,148,2.7878996023559717
553,231,148,2.647958789461421
554,229,149,3.004874017171175
555,230,149,3.081376797993318
556,231,149,2.919850024058488
557,229,150,3.5262365036025525
558,230,150,3.5640075344370254
559,231,150,3.5960622102157354
560,229,151,3.490231806921548
561,230,151,3.445423729813118
562,231,151,3.3906483358976547
563,229,152,3.480732846240444
564,230,152,3.5039130227601123
565,231,152,3.554463195268424
566,229,153,2.916518898573442
567,230,153,3.0024262433189057
568,231,153,2.9275757667011133
569,229,154,3.026191745588607
570,230,154,3.078916735624641
571,231,154,2.952567162592401
572,229,155,2.8031893514276773
573,230,155,2.879841604573054
574,231,155,2.7520753655050556
575,229,156,2.2916542945484335
576,230,156,2.4361488305048518
577,231,156,2.2979706501274717
578,229,157,3.6697751661933564
579,230,157,3.638895983794837
580,231,157,3.583644656521497
581,229,159,3.4410710234029698
582,230,159,3.3977595765951607
583,231,159,3.3668931615011055
584,229,160,2.0318215586881148
585,230,160,2.2143812276300365
586,231,160,2.0504262565819458
587,229,161,2.1116979925676858
588,230,161,2.2832262825692435
589,231,161,2.118291491366493
590,229,162,2.5849971889817214
591,230,162,2.6660494428806256
592,231,162,2.5262871385152756
593,229,163,2.822322573154127
594,230,163,2.9296704821934667
595,231,163,2.8030618558457996
596,229,164,2.491106809716496
597,230,164,2.5279838792741947
598,231,164,2.3222621917306747
599,229,165,2.6421196039932484
600,230,165,2.7613685947960023
601,231,165,2.601761198281727
602,229,166,1.8667489399440103
603,230,166,2.0778382348641453
604,231,166,1.9406344360630243
605,229,167,1.4631504721764976
606,230,167,1.759918554063354
607,231,167,1.5447886049318955
608,229,168,1.9513979106000698
609,230,168,2.0764826135004077
610,231,168,2.0908280099622414
611,229,169,1.8400454853056738
612,230,169,1.9999208279349945
613,231,169,1.9217552703137044
614,229,170,2.9445463667010583
615,230,170,3.0523799957041478
616,231,170,3.0345151385423983
617,229,171,2.7818172136924804
618,230,171,2.822282699076981
619,231,171,2.695492392290002
620,229,172,2.9348954423867046
621,230,172,3.0237803662478657
622,231,172,2.8833793956008007
623,229,173,1.5438076642096294
624,230,173,1.8299029453722424
625,231,173,1.583681589949673
626,229,174,2.2643549998157937
627,230,174,2.4058391985855656
628,231,174,2.2332717377380362
629,229,175,1.495204801872693
630,230,175,1.7838813636282533
631,231,175,1.526505212177204
632,229,177,1.6119105819813218
633,230,177,1.8756351568507683
634,231,177,1.6677164527414023
635,229,178,2.0769474595804764
636,230,178,2.2086711584935053
637,231,178,2.1389369188290326
638,229,179,3.009765465025853
639,230,179,3.062622296043324
640,231,179,2.8921602278094216
641,229,180,2.888949781227054
642,230,180,2.966670174195272
643,231,180,2.8312891548101145
644,229,181,3.1539622229675164
645,230,181,3.267955431482876
646,231,181,3.0786661748312083
647,229,182,2.589829709570534
648,230,182,2.7070629338034173
649,231,182,2.6208020751633128
650,229,183,2.8118252327273034
651,230,183,2.955592690321375
652,231,183,2.848788984317899
653,229,184,3.099656049040923
654,230,184,3.1647466852035984
655,231,184,3.082319871427135
656,229,185,2.150525191037596
657,230,185,2.2233316986471148
658,231,185,2.1154121862468402
659,229,186,2.007549186142693
660,230,186,2.197598976517291
661,231,186,2.0072813020621876
662,229,187,2.3846074896190648
663,230,187,2.496064949730905
664,231,187,2.3041159074500923
665,229,188,3.155660412239635
666,230,188,3.20542827059886
667,231,188,3.1457831357337254
668,229,189,2.774124296109245
669,230,189,2.8890496659468026
670,231,189,2.751472489219107
671,229,190,3.280768567851134
672,230,190,3.2629105233466236
673,231,190,3.2371916284079782
674,229,191,1.9586108880967585
675,230,191,2.108098459735543
676,231,191,1.9636704086587293
677,229,192,1.4919792326374048
678,230,192,1.7758557943929656
679,231,192,1.5181283864748056
680,229,193,3.3003023285578554
681,230,193,3.306084717629112
682,231,193,3.176487342909825
683,229,194,2.781095225973377
684,230,194,2.878370147999317
685,231,194,2.8032459568516432
686,229,195,2.8156482532028146
687,230,195,2.849265161766426
688,231,195,2.7536975369053196
689,229,196,2.3590174186976336
690,230,196,2.554029266362824
691,231,196,2.3782052584829803
692,229,197,2.4444627952014644
693,230,197,2.597716504801755
694,231,197,2.452517816857709
695,229,198,3.929429350253955
696,230,198,3.945309715893727
697,231,198,3.861085064521708
698,229,199,2.9374918280080466
699,230,199,3.011510195159815
700,231,199,2.8675106077892654
701,229,200,2.2318038428213103
702,230,200,2.342777265655813
703,231,200,2.159057388731631
704,229,201,1.8429388275962995
705,230,201,1.9867819029945568
706,231,201,1.8457290168387188
707,229,202,2.6511277273402185
708,230,202,2.722419681797557
709,231,202,2.6128312047467572
710,229,203,3.120299138317426
711,230,203,3.18300941379085
712,231,203,3.126659557106771
713,229,204,2.612499675042641
714,230,204,2.6374115474844064
715,231,204,2.573062301105361
716,229,205,2.8441586557373753
717,230,205,2.8666535062012413
718,231,205,2.742937300916624
719,229,206,1.7388914012048788
720,230,206,1.9328442404527255
721,231,206,1.7875788547588671
722,229,207,2.4497985672500926
723,230,207,2.480038016816073
724,231,207,2.382033649052916
725,229,208,3.3679613475411774
726,230,208,3.331166544181407
727,231,208,3.2591837847360705
728,229,209,2.3608728080234704
729,230,209,2.4244400229008085
730,231,209,2.294186379942102
731,229,211,1.4508709968901574
732,230,211,1.728578999728587
733,231,211,1.474853063404111
734,229,212,2.2413933822587735
735,230,212,2.302016728277108
736,231,212,2.2356563426900253
737,229,213,2.4032074394440452
738,230,213,2.5638570299291557
739,231,213,2.4505185220467043
740,229,214,2.8762437855952183
741,230,214,2.9141158523210837
742,231,214,2.7797554119639702
743,229,215,2.22097604002465
744,230,215,2.269884642453241
745,231,215,2.211398544615446
746,229,216,2.304397745176899
747,230,216,2.4447561072197987
748,231,216,2.3311977853545764
749,229,217,2.6421196039932484
750,230,217,2.7613685947960023
751,231,217,2.601761198281727
752,229,218,2.4055449702473224
753,230,218,2.542480631097107
754,231,218,2.3874316952372205
755,229,219,1.6533319893757978
756,230,219,1.927255958626396
757,231,219,1.7083587154156947
758,229,220,2.1495352032458532
759,230,220,2.25322144705556
760,231,220,2.129496316129827
761,229,221,2.001859993559285
762,230,221,2.2260223537393418
763,231,221,2.0295544217150994
764,229,222,2.6712470257729377
765,230,222,2.7002621748653244
766,231,222,2.5756836751178858
767,229,223,2.7221731767138087
768,230,223,2.7098402915964757
769,231,223,2.5728721415437117
770,229,224,3.1016480708844583
771,230,224,3.150025269106112
772,231,224,2.992335340164825
773,229,225,2.895212009529308
774,230,225,2.8770822960259386
775,231,225,2.830827191058036
776,229,226,2.7913665161380146
777,230,226,2.8889528943113425
778,231,226,2.8132121241586217
779,229,227,2.3682305485885693
780,230,227,2.4449148963294056
781,231,227,2.281822921900381
782,229,228,2.467056054763075
783,230,228,2.4832820774003266
784,231,228,2.307671040174366
785,229,229,2.9389471144556465
786,230,229,2.9674581093064725
787,231,229,2.9216116456129004
788,229,231,3.7485000424722825
789,230,231,3.8031647428330184
790,231,231,3.703274575042851
791,229,232,3.321708809874706
792,230,232,3.3873405042266835
793,231,232,3.4319338528178034
794,229,233,3.5091348444837465
795,230,233,3.5035297833896633
796,231,233,3.5974350541064464
797,229,234,3.340159353648153
798,230,234,3.414365038465416
799,231,234,3.338247590447092
800,229,235,3.4039455235940537
801,230,235,3.471782944506474
802,231,235,3.337854169360052
803,229,236,2.4899275048720555
804,230,236,2.5827648569046016
805,231,236,2.4335500636195198
806,229,237,2.7823886339818547
807,230,237,2.945361467031276
808,231,237,2.8415334751005212
809,229,238,2.6205275694918586
810,230,238,2.675134444837103
811,231,238,2.506711831866124
812,229,239,2.0263584187993455
813,230,239,2.2076670858247316
814,231,239,2.014493246489044
815,229,240,2.5174411189533044
816,230,240,2.606056248763627
817,231,240,2.4523501519790885
818,229,241,2.650455978930423
819,230,241,2.675326250738166
820,231,241,2.744414158510158
821,229,242,2.823478889385611
822,230,242,2.889005175824368
823,231,242,2.8392984084253614
824,229,243,3.096450213173023
825,230,243,3.1752770287738916
826,231,243,3.0284133163519344
827,229,244,2.2530191471017775
828,230,244,2.3493943486536164
829,231,244,2.2478536933027966
830,229,245,2.2872808753045994
831,230,245,2.3943223570239565
832,231,245,2.255886755060987
833,229,246,3.011283436142712
834,230,246,3.1095723477084523
835,231,246,3.0204991062527147
836,229,247,3.082810654923675
837,230,247,3.1538683532867338
838,231,247,3.007762951719499
839,229,248,2.7407989926487235
840,230,248,2.7190239410953634
841,231,248,2.629089908707115
842,229,249,2.106582472822142
843,230,249,2.2565352863316814
844,231,249,2.195372379450266
845,229,250,3.1596380433091995
846,230,250,3.228245812993768
847,231,250,3.2909336827983315
848,229,251,2.2777670945320363
849,230,251,2.443115151506155
850,231,251,2.2495858966023623
851,229,252,2.911746148708659
852,230,252,2.963194584066893
853,231,252,2.839820484045433
854,229,253,1.639908020042332
855,230,253,1.7843984968350624
856,231,253,1.969543172594186
857,229,254,1.6803591717087925
858,230,254,1.9317406003621787
859,231,254,1.7020459130076173
860,229,255,3.1266344490899156
861,230,255,3.0591401611358413
862,231,255,2.9925209074877235
863,229,256,1.8843392104117493
864,230,256,2.0691553656530073
865,231,256,1.8594855460800228
866,229,257,2.798280537582621
867,230,257,2.852970088761877
868,231,257,2.7807647899251804
869,229,258,2.544602183473499
870,230,258,2.703357404234002
871,231,258,2.5367389050778186
872,229,259,1.8605893449932525
873,230,259,2.1095581025717767
874,231,259,1.8916005537424223
875,229,260,3.095925078921941
876,230,260,3.142650068957974
877,231,260,3.016700495925735
878,229,261,2.818992918527976
879,230,261,2.8832206769348914
880,231,261,2.8044344046600336
881,229,262,2.6066337009129987
882,230,262,2.6120928316988326
883,231,262,2.506691873504393
884,229,263,3.2972234219444028
885,230,263,3.3850222619932424
886,231,263,3.2967205033241687
887,229,264,2.609991229773508
888,230,264,2.641387966442758
889,231,264,2.6111689130065283
890,229,265,2.763400345097433
891,230,265,2.847836272748263
892,231,265,2.8158395564642293
893,229,266,3.172823087704756
894,230,266,3.211090158562762
895,231,266,3.0474049407250035
896,229,267,2.2482989375526974
897,230,267,2.3588741339419803
898,231,267,2.1675703267974344
899,229,268,2.9681580259041827
900,230,268,3.0927346589309126
901,231,268,3.052681023941396
902,229,269,3.2289095300414496
903,230,269,3.1920857212297014
904,231,269,2.9810118412470388
905,229,270,2.0462176915893417
906,230,270,2.2553427695016057
907,231,270,1.9792998664973356
908,229,271,1.760181391796233
909,230,271,2.0026543187361696
910,231,271,1.8131150403894747
911,229,272,1.918437960296574
912,230,272,2.0302736285901752
913,231,272,1.861933580273405
914,229,273,2.128322566075092
915,230,273,2.2823634666912214
916,231,273,2.1221017162924025
917,229,274,3.403833163139735
918,230,274,3.4430454323900896
919,231,274,3.4943692188151525
920,229,275,2.8559997494422844
921,230,275,2.8901185597189825
922,231,275,2.932956907034381
923,229,276,2.7818172136924804
924,230,276,2.822282699076981
925,231,276,2.695492392290002
926,229,277,3.0742890125170335
927,230,277,3.17239394209373
928,231,277,3.049701410115802
929,229,278,3.0685352415572362
930,230,278,3.09072532844753
931,231,278,2.968251711917115
932,229,279,2.6942127127248283
933,230,279,2.8038558705071193
934,231,279,2.708342740493516
935,229,280,3.186750469995875
936,230,280,3.27229798684322
937,231,280,3.222220170258435
938,229,281,2.482121224659081
939,230,281,2.540522148859254
940,231,281,2.504093827946317
941,229,282,3.375562925204256
942,230,282,3.482368763578919
943,231,282,3.2653081014722485
944,229,283,2.6282936240732617
945,230,283,2.632875955670804
946,231,283,2.631891510366121
947,229,284,2.730374229679135
948,230,284,2.713834209698491
949,231,284,2.62564860493971
950,229,285,2.58922252341367
951,230,285,2.6322149145410974
952,231,285,2.5720237413088944
953,229,286,2.266513743787126
954,230,286,2.409723529852912
955,231,286,2.274521417851601
956,229,287,3.0692698139631545
957,230,287,3.0723392470764117
958,231,287,2.878993693118322
959,229,288,3.1652368115468987
960,230,288,3.252809827419915
961,231,288,3.146037785341326
962,229,289,3.3496671170297305
963,230,289,3.4671149254684726
964,231,289,3.3209289394856514
965,229,290,3.478888049795308
966,230,290,3.4770550859051874
967,231,290,3.4435797928812732
968,229,291,3.2227220355886557
969,230,291,3.3696430793229655
970,231,291,3.2530721383336054
971,229,292,2.83775326349861
972,230,292,2.876642358861151
973,231,292,2.823953368642257
974,229,293,2.362408134949922
975,230,293,2.4359903617558065
976,231,293,2.3338405179136483
977,229,294,2.7275506610495164
978,230,294,2.822822631223315
979,231,294,2.7279142969254098
980,229,295,3.0075649777548032
981,230,295,3.0381519034072535
982,231,295,2.9600947012469803
983,229,296,2.7665020569462726
984,230,296,2.8506976905897914
985,231,296,2.6604335289602212
